country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,trans_outp,gross output,trans_outp_p,avgs1,avgs2,avgs6,avgs10,avgs19
SVK,1996,-0.002684085,0.054385053,-0.006102482,-0.015186877,-0.009835037,0.0,7,0.059171423,0.08589177,0.047014467,0.1719349,0.0085,,0.002539,0.005655,0.002551,,0.0,2.16e-05,2.16e-05,0.001653731,0.02829945,0.0,3892.645265,11479.2487,0.33910279,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SVN,1996,0.001280577,0.002028724,0.002262375,0.002243925,0.001199974,0.0,7,0.033625115,0.0760461,0.04601356,0.1719349,0.01,,0.002216,0.002868,0.002201,,0.0,2.3e-05,2.29e-05,0.001653731,-0.003362171,0.0,1971.253067,6234.46164,0.316186574,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SWE,1996,-0.00565975,-0.036241321,-0.007028333,-0.005602664,-0.003856434,0.0,7,0.013185225,0.09087155,0.030687226,0.1719349,0.01,0.009555114,0.0006,0.002342,0.001968,0.0,0.0,1.58e-05,1.58e-05,0.001653731,-0.006074089,0.0,34593.06381,91051.41625,0.379928893,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SWZ,1996,-0.002304038,-0.002088749,-0.007626265,-5.02e-05,0.000451235,0.0,7,0.013114418,0.06937946,0.04092862,0.17212342,0.0005,0.027212955,0.000582,0.004444,0.001722,0.01,0.0,0.000253528,0.000253532,0.000689119,-0.013913703,0.0,148.7831818,391.8138736,0.379729233,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SYC,1996,0.051064126,0.003562486,0.00447223,0.000418318,0.007138708,0.0,7,0.08862435,0.04326963,0.05114421,0.17212342,,-0.095670156,0.002025,0.002323,0.001606,0.0,0.0,0.000103954,0.000103954,0.000689119,0.06723673,0.0,113.9672932,242.3302275,0.470297471,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
SYR,1996,-0.000611947,-0.000528304,0.00021278,0.000253786,0.001197473,0.0,7,0.042423364,0.09594956,0.04379749,0.15807389,0.0005,0.01686399,0.005399,0.00431,0.001817,0.0,0.0,0.000262663,0.000262667,-0.01033093,0.017370937,0.0,1541.378061,7552.957989,0.20407608,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TCD,1996,-0.008415133,-0.003741111,-0.000315583,-0.000300043,-0.001082956,0.0,7,-0.01028602,0.08860925,0.017226929,0.17212342,0.004,0.021400662,0.00862,0.006411,0.008635,0.0,0.0,0.000407152,0.000407148,0.000689119,-0.019828012,0.333333333,137.5391173,376.084011,0.365713812,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TGO,1996,-0.006931277,-0.007889505,-0.000360568,-0.000239232,-0.001088109,0.0,7,0.046495046,0.08332773,0.04336685,0.17212342,0.004,-0.095670156,0.007099,0.006596,0.00898,0.0,0.0,0.000473671,0.000473671,0.000689119,0.04412627,0.0,142.3170853,337.9282221,0.4211459,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
THA,1996,-0.005818517,-0.001824176,0.005066748,0.000479371,-0.005050222,0.0,7,0.04649185,0.10994728,0.047568526,0.15807389,0.0095,0.01686399,0.006338,0.000994,0.006344,0.01,0.0,0.000118822,0.000118822,-0.01033093,0.004081421,0.0,20547.72643,60184.00184,0.34141509,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TJK,1996,0.007436958,0.010923732,0.007162893,0.002658872,0.01258963,,7,-0.17942853,0.08659387,0.036986426,0.15807389,0.002,0.043944493,0.005107,0.003386,0.005473,0.0,0.0,0.000150323,0.000150327,-0.01033093,-0.15178756,0.0,122.6542927,389.8713012,0.314602004,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TKM,1996,0.00563087,0.004165376,0.00265131,0.000950629,0.00388267,0.0,7,0.050517153,0.083291754,0.021386553,0.15807389,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.00015568,0.000155684,-0.01033093,0.034777213,0.0,335.7910207,983.4889118,0.341428375,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TTO,1996,0.001754735,0.000840337,0.002447477,0.001609751,0.001682978,0.0,7,0.039633177,0.07140453,0.055057373,0.17212138,0.0095,-0.095670156,0.006475,0.007936,0.001251,0.01,0.0,-1.58e-05,-1.58e-05,0.001482815,0.007681988,0.0,851.5845579,1666.872942,0.510887505,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TUN,1996,0.001617156,0.000623413,0.002114062,0.000660242,0.001081993,0.0,7,0.055405974,0.09117003,0.040712576,0.17212342,0.0035,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.000146627,0.000146627,0.000689119,0.02474613,0.0,1321.085276,4851.936808,0.272279984,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TUR,1996,0.001836757,0.000836692,0.002788842,0.006097274,0.001494011,,7,0.051755004,0.11051173,0.044037953,0.15807389,0.009,0.042668965,0.0032,4.9e-05,0.002216,0.0,0.0,0.000172488,0.000172485,-0.01033093,0.024273725,0.0,36783.53286,76847.31334,0.47865737,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TWN,1996,0.000114755,0.000188451,2.52e-05,-0.000319052,0.000726413,0.0,7,0.052276038,0.09968667,0.06494839,0.15807389,0.009,0.038416006,0.002744,0.006845,0.005028,,0.0,8.28e-05,8.28e-05,-0.01033093,0.01099202,0.058823529,23778.16919,63323.94894,0.375500416,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
TZA,1996,-8.67e-05,-0.003941607,0.00077995,0.00012633,0.000331919,0.0,7,0.023020582,0.10321939,0.035351805,0.17212342,0.0045,0.030773124,0.007353,0.006334,0.008983,0.01,0.0,0.000212573,0.000212573,0.000689119,0.01276782,0.0,775.9669021,2169.564256,0.357660254,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
UGA,1996,-0.00748385,0.000430285,-0.000286529,-5.14e-05,-0.001092853,1.0,7,0.057378866,0.09964052,0.046671856,0.17212342,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.000266694,0.000266697,0.000689119,0.04979858,0.0,465.7615926,1216.983256,0.38271816,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
UKR,1996,0.000151124,0.00012763,0.002118959,0.004547187,0.001884308,0.0,7,-0.092299834,0.10835898,0.044328205,0.1719349,0.0085,,0.004737,0.006157,0.004741,0.0,0.0,-8.52e-05,-8.52e-05,0.001653731,-0.08709032,0.0,5568.655783,25006.7191,0.222686381,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
URY,1996,3.5e-05,6.24e-05,-1.97e-05,0.000574907,-0.000228549,0.0,7,0.042544574,0.080839455,0.029270766,0.17212138,0.01,-0.095670156,0.002504,0.003548,0.000817,0.0,0.0,7.12e-05,7.12e-05,0.001482815,0.029115371,0.0,2124.458945,5839.436044,0.363812349,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
USA,1996,6.46e-05,-0.000670749,0.001004891,-0.001549212,0.000980671,0.0,7,0.025486503,0.12504944,0.033821333,0.16990104,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.000116006,0.000116009,0.006245315,0.004227528,0.0,455158.5279,1386913.518,0.328180901,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
UZB,1996,0.001092473,0.000133527,0.000382461,0.003561568,-0.000182621,0.0,7,-0.002757308,0.10065776,0.040127464,0.15807389,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.000196181,0.000196181,-0.01033093,-0.016357832,0.0,1166.88434,5607.978917,0.208075736,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
VEN,1996,0.000737456,0.00151134,0.000878646,0.000587962,0.001354132,0.0,7,-0.022681816,0.09997024,0.032147747,0.17212138,0.009,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.000189386,0.000189386,0.001482815,-0.04078076,0.0,8813.654302,24501.67054,0.359716465,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
VGB,1996,0.000399333,0.019085323,0.002609452,0.002810769,-0.001024025,0.0,7,,,,0.17212138,,,,,,,0.0,,,0.001482815,,0.0,40.64251799,81.23306158,0.500319909,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
VNM,1996,6.06e-05,-0.000373563,0.000464988,-0.001897042,-0.000430336,0.0,7,0.076346666,0.11224458,0.054395266,0.15807389,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.000157192,0.000157196,-0.01033093,0.04895542,0.0,1405.875515,12963.21223,0.108451169,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
VUT,1996,0.00681489,-0.005128202,0.002158805,0.006433256,0.001918753,0.0,7,,,,0.17184739,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,0.000472501,,0.0,42.78099715,120.0333805,0.356409167,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
WSM,1996,0.012698361,-0.004817844,0.000311149,-0.000566392,0.000365891,0.0,7,,,,0.17184739,,,0.001376,0.007871,0.000111,,0.0,,,0.000472501,,0.0,20.95994075,69.80814821,0.300250634,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
YEM,1996,0.002391866,0.011188709,0.005801287,0.001173184,0.017686093,0.0,7,0.026305046,0.09637968,0.03368929,0.15807389,0.004,0.03303217,,2.3e-05,8e-05,,0.0,0.000312492,0.000312496,-0.01033093,0.006666418,0.0,521.8661215,1981.816588,0.263327154,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
ZAF,1996,0.001404095,0.001404345,0.002507234,0.001652711,0.003383724,0.0,7,0.029200885,0.10664152,0.035576183,0.17212342,0.0095,0.020412203,0.007517,0.008603,0.008652,0.01,0.0,0.000133157,0.000133153,0.000689119,0.017896887,0.0,12963.07518,39764.21938,0.325998483,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
ZMB,1996,-0.002377824,0.000406524,-2.11e-06,-1.2e-05,-0.000326735,0.0,7,0.04180779,0.09138438,0.025308102,0.17212342,0.0055,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.000221781,0.000221785,0.000689119,0.036026727,-0.3125,305.4326598,756.0020497,0.404010359,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
ZWE,1996,-0.005928002,-0.002579769,0.000850471,-0.000216456,-0.002798041,0.0,7,0.08863484,0.09334057,0.03376485,0.17212342,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,0.000140108,0.000140108,0.000689119,0.08528411,0.0,476.7966165,1297.80519,0.367386893,-0.0005141396077348066,-0.002718506773480663,0.000245231364640884,0.001821439143646409,-8.749929834254145e-05
ABW,1997,-0.039183503,-0.019395156,0.000693113,0.453558794,-0.001630534,0.0,7,,,,0.16776446,,,,0.004107,0.003889,,0.0,,,-0.004356921,,,142.6839066,187.958423,0.759124834,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
AFG,1997,-0.001148496,0.002278342,0.001117335,0.000155761,0.000908789,,7,0.028209182,0.10009082,0.03535963,0.16461685,0.0015,0.041835755,0.007693,0.002717,0.006141,0.0,0.0,0.0003049,0.0003049,0.006542966,0.020754598,0.0,235.4576145,661.7138657,0.355829954,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
AGO,1997,-0.006216874,-0.007181516,-0.004336389,-0.002150779,-0.003050808,0.0,7,0.056571197,0.09195793,0.020675376,0.16825536,0.0035,0.022721259,0.007867,0.006276,0.00787,0.0,0.0,0.000210166,0.000210168,-0.003868058,0.043859735,-0.125,759.6094908,1709.267792,0.444406368,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
ALB,1997,0.001062145,0.004316964,0.001285397,0.000142822,0.001661452,0.0,7,-0.10548546,0.08139744,0.048292734,0.1655391,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,3.89e-05,3.89e-05,-0.006395802,-0.1320788,0.5,254.4976165,750.4319987,0.339134814,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
AND,1997,0.001204588,0.003160467,0.002133132,0.003082116,0.001525803,0.0,7,,,,0.1655391,,,0.007139,0.002326,0.006848001,,0.0,,,-0.006395802,,0.0,105.8388819,266.4879692,0.397161951,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
ANT,1997,-0.002592991,-0.002593091,-0.375144006,0.026081125,0.001064327,0.0,7,,,,0.16776446,,,,0.003866,0.002508,,0.0,,,-0.004356921,,0.0,525.3515664,609.2882832,0.862238091,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
ARE,1997,-0.000338881,0.004455933,-6.68e-05,-0.00049196,0.000175402,0.0,7,0.009783412,0.07918022,0.03491978,0.16461685,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1.0,0.000549167,0.000549167,0.006542966,0.007739255,0.0,5256.002295,13294.42768,0.395353785,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
ARG,1997,-8.95e-06,0.00053559,0.000137317,0.002164821,-6.4e-05,0.0,7,0.0674681,0.10494103,0.02579599,0.16776446,0.0085,0.03346389,0.00255,0.002236,0.000618,0.0,0.0,0.000116736,0.000116738,-0.004356921,0.05433813,0.0,24926.04865,68117.5995,0.365926704,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
ARM,1997,0.001090863,0.003195691,0.006008108,0.00109815,0.003772997,0.0,7,0.034484234,0.08025844,0.04679454,0.16461685,0.002,,0.001272,0.004576,0.001291,0.0,0.0,-1.44e-05,-1.44e-05,0.006542966,-0.012867395,0.0,130.903159,706.5251626,0.18527742,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
ATG,1997,0.00201002,-0.001911132,0.001456582,0.001868757,0.000766564,0.0,7,,,,0.16776446,,,0.001643,0.00684,0.001063,0.01,0.0,,,-0.004356921,,0.0,67.53101897,157.8571303,0.427798344,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
AUS,1997,0.000852862,0.000205435,0.000489764,0.000700985,-0.000495567,0.0,7,0.03212062,0.09820921,0.008826609,0.16825621,0.01,0.007419373,0.000929,0.008211,0.003349,0.01,0.0,0.000120185,0.000120187,-0.00359118,0.012235593,0.0,29612.24697,95999.23436,0.308463366,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
AUT,1997,0.003157286,-0.048716437,0.005595804,0.003588994,0.004166252,0.0,7,0.017256254,0.089958936,0.04583774,0.1655391,0.01,0.040271357,0.001068,0.004146,0.001522,0.0,0.0,1.12e-05,1.12e-05,-0.006395802,-0.01189078,0.0,19105.68382,50335.91642,0.379563643,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
AZE,1997,0.003177313,0.000123567,0.001819549,0.000696723,0.003441293,0.0,7,0.051110186,0.08946114,0.04490605,0.16461685,0.002,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,6.53e-05,6.53e-05,0.006542966,0.008020189,0.0,363.9663117,1148.6094,0.316875617,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BDI,1997,0.010004233,0.002724786,0.001050301,0.000253858,0.003393147,,7,0.000579434,0.087195806,0.054750368,0.16825536,0.0025,0.04310799,0.002951,0.005158,0.002977,0.0,0.0,3.41e-05,3.41e-05,-0.003868058,-0.005927187,0.0,136.7203085,309.8029739,0.441313738,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BEL,1997,0.005310213,0.001254137,0.005573481,0.001083648,0.001648478,0.0,7,0.031269714,0.09230122,0.058197007,0.1655391,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,2.05e-05,2.05e-05,-0.006395802,0.011490895,0.0,30690.25472,74911.51188,0.409686762,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BEN,1997,-0.003819169,0.001737626,0.001558052,0.000196381,0.001352355,0.0,7,0.024266364,0.087005526,0.039944515,0.16825536,0.008,-0.095670156,0.007871999,0.005544,0.007905,0.0,0.0,0.000314578,0.000314578,-0.003868058,0.01942438,0.0,183.9238992,550.8434533,0.333895044,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BFA,1997,0.008420295,0.004161377,0.002181686,0.000203712,0.001257226,0.0,7,0.015913578,0.092631765,0.036507785,0.16825536,0.003,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.00031057,0.00031057,-0.003868058,0.001226154,0.2,137.3849595,463.2472837,0.29656938,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BGD,1997,0.0010324,0.001328211,0.000616029,4.44e-05,0.000500737,0.0,7,0.032987963,0.11769419,0.06872251,0.16461685,0.008,-0.095670156,0.000454,0.00209,0.000925,0.01,0.0,0.000200123,0.000200123,0.006542966,0.019141274,0.0,2499.698094,8696.440038,0.287439238,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BGR,1997,-0.003688117,-0.00307776,0.00524415,0.002784037,-0.00222889,0.0,7,-0.044885483,0.0899542,0.042899523,0.1655391,0.009,0.03010621,0.004021,0.005965,0.003031,0.0,0.0,-0.000117056,-0.000117049,-0.006395802,-0.067954704,0.0,1189.420703,5156.087467,0.230682802,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BHR,1997,0.00050286,0.012119165,0.004315988,0.000807674,-0.000129987,0.0,7,0.00947517,0.063945286,0.06802496,0.16461685,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.000211284,0.000211284,0.006542966,-0.012915712,0.0,496.9393247,1166.94599,0.425846036,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BHS,1997,-0.001716604,-0.006143244,0.000578213,0.000324764,-0.001087637,0.0,7,,,,0.16776446,,-0.095670156,0.004228,0.006815,0.001855,0.01,0.0,,,-0.004356921,,0.0,316.7506384,722.34999,0.438500232,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BIH,1997,0.005953274,-0.000736349,0.003783661,0.000718896,0.003511858,0.0,7,0.36656636,0.08190632,0.042562798,0.1655391,,0.041026432,0.0063,0.006851,0.006751,,0.0,-4.14e-06,-4.14e-06,-0.006395802,0.3037387,0.0,369.7209832,892.4497497,0.414276527,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BLR,1997,-0.037494643,-0.003938923,-0.030312882,0.019947492,0.030499865,0.0,7,0.11861929,0.09223158,0.038875446,0.1655391,0.0015,,0.003222,0.006116,0.004666,0.0,0.0,-4.14e-05,-4.14e-05,-0.006395802,0.08384512,0.0,35.48688491,90.17233303,0.393545156,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BLZ,1997,-0.000349052,0.000606523,0.008111136,0.001191563,0.001496485,0.0,7,,,,0.16776446,,0.013083329,0.007015,0.005813,0.006303,0.01,0.0,,,-0.004356921,,0.0,70.77966173,182.2788084,0.388304391,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BMU,1997,0.00133982,0.000136795,0.000986584,0.000833947,0.000303573,0.0,7,,,,0.16299778,,,,0.007112,,0.01,0.0,,,-0.006903261,,0.0,173.6682493,333.5975322,0.520592128,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BOL,1997,-0.001093712,-0.000927717,-0.000672729,0.000381736,0.000614044,0.0,7,0.028020618,0.08948326,0.019595532,0.16776446,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.000211447,0.000211447,-0.004356921,0.018495183,0.0,1369.546531,3208.887576,0.426797916,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
BRA,1997,0.000229261,-0.000601616,-0.000839055,0.001295959,0.000399454,0.0,7,0.022286251,0.12035516,0.029928239,0.16776446,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,0.0,0.000152551,0.000152547,-0.004356921,-4.8e-05,0.0,59961.19728,201118.4499,0.29813872,0.001067471867403315,0.0016248496740331492,0.0015034097679558012,0.0059792215248618795,0.001705656729281768
