country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix,outpd%,outptt%,gvco%,gvcobp%,gvcofp%,gvcomix%,outpd_diff,outptt_diff,gvco_diff,gvcobp_diff,gvcofp_diff,gvcomix_diff
ARG,6,2006,tiva,38481.67526,23687.92842,12418.1932,2375.553638,885.5303793,357.1945827,1132.828676,0.615563856,0.322704069,0.061732074,0.023011742,0.009282199,0.029438133,-0.01846912,0.014146388,0.00432273,0.003150823,6.4581E-05,0.001107326
ARG,6,2007,tiva,47045.31172,28938.99284,15169.59962,2936.719263,1067.599729,449.6257583,1419.493776,0.615130218,0.322446575,0.062423208,0.02269301,0.009557292,0.030172906,-0.000433638,-0.000257494,0.000691134,-0.000318732,0.000275093,0.000734773
ARG,6,2008,tiva,60468.73999,37206.09965,19331.48671,3931.153631,1401.68456,613.3321944,1916.136877,0.615294773,0.31969389,0.065011337,0.023180317,0.010142963,0.031688057,0.000164555,-0.002752685,0.002588129,0.000487307,0.000585671,0.001515151
ARG,6,2009,tiva,57038.41007,36763.07061,17098.9868,3176.352669,1153.878242,479.4558519,1543.018575,0.644531826,0.299780214,0.055687959,0.020229846,0.008405842,0.027052272,0.029237053,-0.019913676,-0.009323378,-0.002950471,-0.001737121,-0.004635785
ARG,6,2010,tiva,70076.5572,46206.65309,20143.72592,3726.17819,1368.666284,579.6224883,1777.889419,0.659373904,0.287453133,0.053172963,0.019531015,0.008271275,0.025370673,0.014842078,-0.012327081,-0.002514996,-0.000698831,-0.000134567,-0.001681599
ARG,6,2011,tiva,87440.484,57331.38078,25217.8063,4891.296919,1884.285067,729.0958907,2277.915961,0.65566175,0.288399665,0.055938585,0.021549344,0.008338196,0.026051045,-0.003712154,0.000946532,0.002765622,0.002018329,6.6921E-05,0.000680372
ARG,6,2012,tiva,93954.91052,64173.39728,24968.46819,4813.045053,1810.232786,738.4478168,2264.364451,0.683023345,0.265749475,0.051227179,0.019267038,0.007859598,0.024100544,0.027361595,-0.02265019,-0.004711406,-0.002282306,-0.000478598,-0.001950501
ARG,6,2013,tiva,96992.13897,68376.31098,24000.09031,4615.737683,1791.581327,687.0382339,2137.118123,0.704967554,0.247443665,0.047588781,0.018471408,0.007083442,0.022033931,0.021944209,-0.01830581,-0.003638398,-0.00079563,-0.000776156,-0.002066613
ARG,6,2014,tiva,92615.30335,66135.88511,22242.33852,4237.079718,1549.298665,668.2748793,2019.506174,0.714092409,0.240158351,0.04574924,0.016728323,0.007215599,0.021805318,0.009124855,-0.007285314,-0.001839541,-0.001743085,0.000132157,-0.000228613
ARG,6,2015,tiva,100392.6354,77198.57014,19638.42509,3555.640183,1344.215745,552.167328,1659.25711,0.768966467,0.195616192,0.035417341,0.013389585,0.005500078,0.016527678,0.054874058,-0.044542159,-0.010331899,-0.003338738,-0.001715521,-0.00527764
